,close,ret
2023/11/14,2406.4,-0.05
2023/11/13,2407.59,-0.27
2023/11/10,2414.02,-0.91
2023/11/9,2436.23,-0.02
2023/11/8,2436.7,-0.3
2023/11/7,2443.97,-0.52
2023/11/6,2456.77,0.81
2023/11/3,2436.94,0.81
2023/11/2,2417.46,-0.14
2023/11/1,2420.73,0.38
2023/10/31,2411.48,-0.11
2023/10/30,2414.16,-0.03
2023/10/27,2414.91,0.88
2023/10/26,2393.73,0.31
2023/10/25,2386.3,0.33
2023/10/24,2378.44,0.36
2023/10/23,2369.93,-0.81
2023/10/20,2389.22,-0.53
2023/10/19,2401.93,-2.65
2023/10/18,2467.19,-0.47
2023/10/17,2478.9,0.42
2023/10/16,2468.44,-0.83
2023/10/13,2489.13,-1
2023/10/12,2514.39,0.94
2023/10/11,2490.86,0.34
2023/10/10,2482.53,-0.68
2023/10/9,2499.57,-0.3
2023/9/28,2507.09,-0.52
2023/9/27,2520.14,0.27
2023/9/26,2513.41,-0.62
2023/9/25,2529.15,-0.86
2023/9/22,2550.98,2.21
2023/9/21,2495.74,-1.02
2023/9/20,2521.56,-0.42
2023/9/19,2532.28,0.02
2023/9/18,2531.9,0.67
2023/9/15,2514.98,-0.63
2023/9/14,2530.98,0.26
2023/9/13,2524.54,-0.29
2023/9/12,2531.83,-0.17
2023/9/11,2536.17,0.64
2023/9/8,2519.97,-0.56
2023/9/7,2534.16,-0.98
2023/9/6,2559.36,-0.09
2023/9/5,2561.79,-0.61
2023/9/4,2577.47,1.79
2023/9/1,2532.25,0.87
2023/8/31,2510.46,-0.48
2023/8/30,2522.54,-0.26
2023/8/29,2529.22,0.44
2023/8/28,2518.19,1.32
2023/8/25,2485.33,0.18
2023/8/24,2480.75,0.79
2023/8/23,2461.19,-1.31
2023/8/22,2493.76,0.75
2023/8/21,2475.09,-1.3
2023/8/18,2507.58,-1.14
2023/8/17,2536.49,0.22
2023/8/16,2530.81,-0.61
2023/8/15,2546.44,-0.11
2023/8/14,2549.28,-0.76
2023/8/11,2568.9,-2.3
2023/8/10,2629.44,0.03
2023/8/9,2628.7,-0.1
2023/8/8,2631.38,-0.12
2023/8/7,2634.58,-0.54
2023/8/4,2648.84,0.14
2023/8/3,2645.15,0.93
2023/8/2,2620.68,-0.95
2023/8/1,2645.89,-0.28
2023/7/31,2653.37,0.24
2023/7/28,2647.03,2.78
2023/7/27,2575.36,-0.04
2023/7/26,2576.39,-0.08
2023/7/25,2578.35,3.13
2023/7/24,2500,-0.37
2023/7/21,2509.29,0.1
2023/7/20,2506.86,-0.41
2023/7/19,2517.11,0.22
2023/7/18,2511.64,-0.36
2023/7/17,2520.79,-1.07
2023/7/14,2547.94,0.06
2023/7/13,2546.38,1.31
2023/7/12,2513.42,-0.2
2023/7/11,2518.53,0.61
2023/7/10,2503.28,0.55
2023/7/7,2489.54,-0.47
2023/7/6,2501.32,-0.75
2023/7/5,2520.18,-0.69
2023/7/4,2537.6,0.12
2023/7/3,2534.47,1.7
2023/6/30,2492.1,0.05
2023/6/29,2490.9,-0.79
2023/6/28,2510.72,0.16
2023/6/27,2506.6,0.72
2023/6/26,2488.74,-1.2
2023/6/21,2519.08,-1.11
2023/6/20,2547.25,-0.52
2023/6/19,2560.53,-1.55
2023/6/16,2600.92,0.94
2023/6/15,2576.74,1.37
2023/6/14,2541.81,-0.12
2023/6/13,2544.95,0.11
2023/6/12,2542.2,-0.07
2023/6/9,2543.93,0.15
2023/6/8,2540.06,1.14
2023/6/7,2511.39,-0.31
2023/6/6,2519.19,-0.36
2023/6/5,2528.4,-0.6
2023/6/2,2543.58,1.73
2023/6/1,2500.34,0.28
2023/5/31,2493.35,-1.65
2023/5/30,2535.14,-0.52
2023/5/29,2548.29,-0.44
2023/5/26,2559.61,-0.19
2023/5/25,2564.5,-0.5
2023/5/24,2577.34,-1.54
2023/5/23,2617.54,-1.55
2023/5/22,2658.79,0.96
2023/5/19,2633.39,-0.41
2023/5/18,2644.22,-0.19
2023/5/17,2649.36,-0.79
2023/5/16,2670.45,-0.25
2023/5/15,2677.04,1.75
2023/5/12,2630.95,-1.32
2023/5/11,2666.06,-0.29
2023/5/10,2673.91,-1.11
2023/5/9,2703.94,-0.6
2023/5/8,2720.32,1.31
2023/5/5,2685.17,-0.28
2023/5/4,2692.69,0.56
2023/4/28,2677.76,1.03
2023/4/27,2650.57,1.24
2023/4/26,2617.98,-0.05
2023/4/25,2619.23,0.03
2023/4/24,2618.48,-1.35
2023/4/21,2654.21,-1.87
2023/4/20,2704.86,-0.58
2023/4/19,2720.72,-0.86
2023/4/18,2744.45,0.42
2023/4/17,2732.97,2.01
2023/4/14,2679.01,0.34
2023/4/13,2670.01,0.16
2023/4/12,2665.77,-0.53
2023/4/11,2680.04,-0.18
2023/4/10,2684.91,0
2023/4/7,2684.86,0.69
2023/4/6,2666.45,-0.35
2023/4/4,2675.92,0.38
2023/4/3,2665.72,0.14
2023/3/31,2661.92,-0.09
2023/3/30,2664.21,1.06
2023/3/29,2636.22,-0.1
2023/3/28,2638.74,-0.03
2023/3/27,2639.62,-0.51
2023/3/24,2653.29,-0.58
2023/3/23,2668.67,0.65
2023/3/22,2651.53,0.31
2023/3/21,2643.36,1.02
2023/3/20,2616.75,-0.45
2023/3/17,2628.59,0.22
2023/3/16,2622.82,-0.97
2023/3/15,2648.39,0.12
2023/3/14,2645.11,-0.71
2023/3/13,2664.04,1.05
2023/3/10,2636.39,-1.33
2023/3/9,2671.84,-0.75
2023/3/8,2691.93,-0.78
2023/3/7,2713.17,-1.13
2023/3/6,2744.14,-1.09
2023/3/3,2774.51,0.2
2023/3/2,2769.11,-0.16
2023/3/1,2773.65,1.33
2023/2/28,2737.15,0.5
2023/2/27,2723.58,-0.15
2023/2/24,2727.59,-1.44
2023/2/23,2767.54,-0.07
2023/2/22,2769.34,-1.17
2023/2/21,2802.14,0.49
2023/2/20,2788.4,2.73
2023/2/17,2714.29,-1.04
2023/2/16,2742.8,-0.35
2023/2/15,2752.34,-0.89
2023/2/14,2776.98,0.33
2023/2/13,2767.79,0.77
2023/2/10,2746.72,-0.55
2023/2/9,2761.87,1.12
2023/2/8,2731.25,-0.34
2023/2/7,2740.44,0.2
2023/2/6,2735,-1.43
2023/2/3,2774.8,-1.32
2023/2/2,2811.85,-0.32
2023/2/1,2820.87,0.46
2023/1/31,2807.95,-1.1
2023/1/30,2839.12,0.08
2023/1/20,2836.81,0.57
2023/1/19,2820.81,0.38
2023/1/18,2810.09,-0.6
2023/1/17,2827.03,-0.26
2023/1/16,2834.29,1.68
2023/1/13,2787.36,1.66
2023/1/12,2741.95,0.06
2023/1/11,2740.19,0.24
2023/1/10,2733.62,-0.31
2023/1/9,2742.2,1.05
2023/1/6,2713.63,0.49
2023/1/5,2700.31,1.86
2023/1/4,2651.01,0.36
2023/1/3,2641.42,0.23
2022/12/30,2635.25,0.5
2022/12/29,2622.07,-0.62
2022/12/28,2638.31,0.22
2022/12/27,2632.45,0.96
2022/12/26,2607.52,-0.32
2022/12/23,2615.88,-0.15
2022/12/22,2619.76,0.47
2022/12/21,2607.42,0.31
2022/12/20,2599.49,-1.76
2022/12/19,2646.18,-1.57
2022/12/16,2688.29,0.49
2022/12/15,2675.19,-0.42
2022/12/14,2686.37,0.35
2022/12/13,2676.9,0.11
2022/12/12,2673.94,-1.21
2022/12/9,2706.74,1.27
2022/12/8,2672.9,0.08
2022/12/7,2670.65,-0.53
2022/12/6,2684.85,0.33
2022/12/5,2676.14,2.35
2022/12/2,2614.61,-0.63
2022/12/1,2631.21,0.95
2022/11/30,2606.54,-0.05
2022/11/29,2607.75,4.16
2022/11/28,2503.62,-1.61
2022/11/25,2544.61,0.95
2022/11/24,2520.56,-0.59
2022/11/23,2535.52,0.17
2022/11/22,2531.34,0.66
2022/11/21,2514.85,-1.25
2022/11/18,2546.72,-0.52
2022/11/17,2560.02,-0.5
2022/11/16,2572.89,-0.42
2022/11/15,2583.72,1.79
2022/11/14,2538.3,0.8
2022/11/11,2518.05,3.19
2022/11/10,2440.32,0
2022/11/9,2440.35,-0.76
2022/11/8,2459.09,-0.75
2022/11/7,2477.77,0.38
2022/11/4,2468.28,3.39
2022/11/3,2387.45,-1.28
2022/11/2,2418.32,0.91
2022/11/1,2396.63,4.39
2022/10/31,2295.92,-1.33
2022/10/28,2326.94,-2.28
2022/10/27,2381.26,-0.8
2022/10/26,2400.52,0.23
2022/10/25,2394.92,0.1
2022/10/24,2392.6,-3.8
2022/10/21,2487.22,-0.57
2022/10/20,2501.5,-0.73
2022/10/19,2519.9,-1.95
2022/10/18,2569.97,-0.6
2022/10/17,2585.5,0.03
2022/10/14,2584.68,2.42
2022/10/13,2523.63,-1.23
2022/10/12,2555.02,0.59
2022/10/11,2539.95,-0.2
2022/10/10,2545.05,-2.49
2022/9/30,2610.12,0.04
2022/9/29,2608.98,-0.12
2022/9/28,2611.98,-1.17
2022/9/27,2642.92,1.07
2022/9/26,2614.9,-0.57
2022/9/23,2629.81,0.02
2022/9/22,2629.37,-0.86
2022/9/21,2652.21,-0.81
2022/9/20,2673.88,-0.21
2022/9/19,2679.59,0.06
2022/9/16,2678.03,-2.4
2022/9/15,2743.79,-0.06
2022/9/14,2745.43,-0.86
2022/9/13,2769.23,0.42
2022/9/9,2757.57,1.82
2022/9/8,2708.28,-0.09
2022/9/7,2710.69,-0.51
2022/9/6,2724.5,0.99
2022/9/5,2697.77,-0.5
2022/9/2,2711.26,-0.77
2022/9/1,2732.4,-1.06
2022/8/31,2761.78,1.29
2022/8/30,2726.66,-0.2
2022/8/29,2732.21,-0.7
2022/8/26,2751.59,-0.04
2022/8/25,2752.56,1.64
2022/8/24,2708.09,-1.01
2022/8/23,2735.67,-0.75
2022/8/22,2756.37,0.21
2022/8/19,2750.63,-0.31
2022/8/18,2759.29,-0.95
2022/8/17,2785.85,0.6
2022/8/16,2769.26,-0.48
2022/8/15,2782.67,-0.51
2022/8/12,2796.89,0.35
2022/8/11,2787.06,2.05
2022/8/10,2730.96,-1.2
2022/8/9,2764.07,0.11
2022/8/8,2761.16,-0.47
2022/8/5,2774.34,1.21
2022/8/4,2741.09,1.12
2022/8/3,2710.72,-0.73
2022/8/2,2730.76,-1.83
2022/8/1,2781.68,-0.38
2022/7/29,2792.33,-1.23
2022/7/28,2827.11,-0.1
2022/7/27,2829.92,-0.87
2022/7/26,2854.64,0.61
2022/7/25,2837.26,-0.39
2022/7/22,2848.44,0.42
2022/7/21,2836.66,-1.3
2022/7/20,2874.08,0.3
2022/7/19,2865.6,-0.45
2022/7/18,2878.64,1.38
2022/7/15,2839.39,-1.93
2022/7/14,2895.3,-0.65
2022/7/13,2914.29,-0.26
2022/7/12,2922,-0.69
2022/7/11,2942.3,-1.7
2022/7/8,2993.31,0.14
2022/7/7,2989.21,-0.25
2022/7/6,2996.73,-1.81
2022/7/5,3052.11,0.06
2022/7/4,3050.15,0.16
2022/7/1,3045.27,-0.43
2022/6/30,3058.4,1.63
2022/6/29,3009.24,-0.99
2022/6/28,3039.41,0.84
2022/6/27,3013.95,1.32
2022/6/24,2974.75,1.32
2022/6/23,2935.88,1.51
2022/6/22,2892.29,-1.17
2022/6/21,2926.48,0.05
2022/6/20,2924.92,-0.38
2022/6/17,2936.2,1.55
2022/6/16,2891.34,-1.12
2022/6/15,2923.99,1.43
2022/6/14,2882.7,1.34
2022/6/13,2844.72,-1.89
2022/6/10,2899.58,1.09
2022/6/9,2868.42,-0.38
2022/6/8,2879.31,1.14
2022/6/7,2846.81,0.75
2022/6/6,2825.65,1.27
2022/6/2,2790.32,-0.28
2022/6/1,2798.07,-0.54
2022/5/31,2813.22,1.25
2022/5/30,2778.45,0.56
2022/5/27,2763.07,0.66
2022/5/26,2744.9,0.05
2022/5/25,2743.42,0.34
2022/5/24,2734.19,-1.74
2022/5/23,2782.55,-0.9
2022/5/20,2807.94,2.31
2022/5/19,2744.55,-0.04
2022/5/18,2745.53,-0.41
2022/5/17,2756.74,1.34
2022/5/16,2720.41,-1.01
2022/5/13,2748.24,0.97
2022/5/12,2721.77,-0.71
2022/5/11,2741.23,0.84
2022/5/10,2718.37,0.86
2022/5/9,2695.13,-0.91
2022/5/6,2719.76,-2.9
2022/5/5,2800.93,-0.16
2022/4/29,2805.34,1.29
2022/4/28,2769.71,1.29
2022/4/27,2734.54,2
2022/4/26,2681.03,-0.09
2022/4/25,2683.41,-4.64
2022/4/22,2814.13,0.59
2022/4/21,2797.53,-1.33
2022/4/20,2835.35,-0.92
2022/4/19,2861.57,-0.91
2022/4/18,2887.72,-1.46
2022/4/15,2930.58,0.07
2022/4/14,2928.6,1.61
2022/4/13,2882.28,-0.41
2022/4/12,2894.26,1.68
2022/4/11,2846.38,-2.7
2022/4/8,2925.49,0.79
2022/4/7,2902.48,-0.98
2022/4/6,2931.2,-0.41
2022/4/1,2943.24,1.53
2022/3/31,2898.83,-0.57
2022/3/30,2915.49,2.58
2022/3/29,2842.15,-0.39
2022/3/28,2853.18,-0.11
2022/3/25,2856.43,-1.63
2022/3/24,2903.62,-0.44
2022/3/23,2916.51,0.54
2022/3/22,2900.77,0.3
2022/3/21,2892.11,-0.72
2022/3/18,2913.19,1.25
2022/3/17,2877.22,1.75
2022/3/16,2827.75,4.62
2022/3/15,2702.85,-5.23
2022/3/14,2851.88,-2.85
2022/3/11,2935.68,0.08
2022/3/10,2933.46,0.9
2022/3/9,2907.18,-0.89
2022/3/8,2933.16,-1.4
2022/3/7,2974.68,-2.86
2022/3/4,3062.38,-1.12
2022/3/3,3097.09,-0.33
2022/3/2,3107.24,-0.59
2022/3/1,3125.69,1.46
2022/2/28,3080.78,0.17
2022/2/25,3075.59,0.52
2022/2/24,3059.64,-1.87
2022/2/23,3118.04,0.51
2022/2/22,3102.32,-1.35
2022/2/21,3144.86,-0.57
2022/2/18,3162.82,0.75
2022/2/17,3139.18,0.1
2022/2/16,3136.08,0.52
2022/2/15,3119.93,0.51
2022/2/14,3104,-1.24
2022/2/11,3142.91,-0.07
2022/2/10,3145.11,0.18
2022/2/9,3139.56,0.74
2022/2/8,3116.5,0.07
2022/2/7,3114.26,1.97
2022/1/28,3054.02,-2.09
2022/1/27,3119.24,-1.4
2022/1/26,3163.67,0.6
2022/1/25,3144.95,-2.02
2022/1/24,3209.74,-0.28
2022/1/21,3218.74,-0.46
2022/1/20,3233.7,1.46
2022/1/19,3187.19,-0.01
2022/1/18,3187.52,1.27
2022/1/17,3147.7,0.28
2022/1/14,3139.05,-1.42
2022/1/13,3184.11,-1.61
2022/1/12,3236.31,0.68
2022/1/11,3214.53,-0.67
2022/1/10,3236.12,0.4
2022/1/7,3223.27,0.4
2022/1/6,3210.39,-1.35
2022/1/5,3254.28,-0.3
2022/1/4,3264.07,-0.31
2021/12/31,3274.32,0.38
2021/12/30,3261.79,0.65
2021/12/29,3240.85,-1.89
2021/12/28,3303.4,0.76
2021/12/27,3278.44,-0.36
2021/12/24,3290.24,0.09
2021/12/23,3287.19,0.82
2021/12/22,3260.57,-0.38
2021/12/21,3273.03,0.54
2021/12/20,3255.35,-0.72
2021/12/17,3278.9,-1.56
2021/12/16,3330.86,0.36
2021/12/15,3318.98,-0.94
2021/12/14,3350.5,-0.46
2021/12/13,3366.07,0.37
2021/12/10,3353.63,-0.2
2021/12/9,3360.18,1.68
2021/12/8,3304.71,1.54
2021/12/7,3254.5,0.82
2021/12/6,3228.14,0.21
2021/12/3,3221.42,0.96
2021/12/2,3190.87,0.33
2021/12/1,3180.42,0.48
2021/11/30,3165.35,-0.68
2021/11/29,3187.05,-0.01
2021/11/26,3187.36,-0.95
2021/11/25,3218.05,-0.43
2021/11/24,3231.84,0.24
2021/11/23,3224.15,0.37
2021/11/22,3212.15,-0.02
2021/11/19,3212.91,1.25
2021/11/18,3173.38,-1.1
2021/11/17,3208.78,-0.42
2021/11/16,3222.17,0.02
2021/11/15,3221.69,0.04
2021/11/12,3220.55,-0.4
2021/11/11,3233.37,1.99
2021/11/10,3170.4,-0.52
2021/11/9,3186.96,-0.29
2021/11/8,3196.27,-0.16
2021/11/5,3201.55,-0.18
2021/11/4,3207.26,0.81
2021/11/3,3181.45,-0.95
2021/11/2,3212.03,-1.2
2021/11/1,3250.92,-0.5
2021/10/29,3267.25,0.85
2021/10/28,3239.61,-0.23
2021/10/27,3247.1,-1.31
2021/10/26,3290.04,-0.67
2021/10/25,3312.3,-0.18
2021/10/22,3318.13,1.21
2021/10/21,3278.54,0.72
2021/10/20,3255,-0.05
2021/10/19,3256.67,0.84
2021/10/18,3229.63,-1.98
2021/10/15,3294.83,0.74
2021/10/14,3270.69,-0.67
2021/10/13,3292.76,1.02
2021/10/12,3259.38,-0.52
2021/10/11,3276.41,0.62
2021/10/8,3256.26,1.85
2021/9/30,3196.99,-0.07
2021/9/29,3199.23,-0.37
2021/9/28,3211.15,0.35
2021/9/27,3199.97,1.74
2021/9/24,3145.11,0.55
2021/9/23,3127.82,0.18
2021/9/22,3122.34,-1.25
2021/9/17,3161.92,1.07
2021/9/16,3128.59,-0.57
2021/9/15,3146.63,-1.31
2021/9/14,3188.26,-1.66
2021/9/13,3242.04,-0.32
2021/9/10,3252.32,1.5
2021/9/9,3204.28,-0.28
2021/9/8,3213.26,-1.07
2021/9/7,3248.05,1.15
2021/9/6,3211.2,1.11
2021/9/3,3175.88,0.28
2021/9/2,3167.1,0.07
2021/9/1,3165.04,2.19
2021/8/31,3097.06,-0.5
2021/8/30,3112.7,-0.33
2021/8/27,3123.05,1.11
2021/8/26,3088.83,-2.25
2021/8/25,3159.8,0.38
2021/8/24,3147.77,1.54
2021/8/23,3099.89,0.88
2021/8/20,3072.75,-2.28
2021/8/19,3144.37,-1.45
2021/8/18,3190.55,1.29
2021/8/17,3149.88,-2.26
2021/8/16,3222.62,0.15
2021/8/13,3217.84,-0.26
2021/8/12,3226.11,-1.12
2021/8/11,3262.58,-0.79
2021/8/10,3288.65,1.65
2021/8/9,3235.21,1.24
2021/8/6,3195.7,-0.98
2021/8/5,3227.36,-0.18
2021/8/4,3233.1,0.29
2021/8/3,3223.83,0.39
2021/8/2,3211.14,2.5
2021/7/30,3132.82,-1.57
2021/7/29,3182.8,0.89
2021/7/28,3154.64,0.9
2021/7/27,3126.38,-3.16
2021/7/26,3228.37,-3.84
2021/7/23,3357.45,-1.04
2021/7/22,3392.72,0.12
2021/7/21,3388.52,0.29
2021/7/20,3378.63,-0.2
2021/7/19,3385.37,0.46
2021/7/16,3369.9,-1.21
2021/7/15,3411.29,2.15
2021/7/14,3339.38,-1.54
2021/7/13,3391.74,0.21
2021/7/12,3384.51,0.68
2021/7/9,3361.59,-0.35
2021/7/8,3373.26,-1.49
2021/7/7,3424.39,0.56
2021/7/6,3405.28,0.01
2021/7/5,3404.79,-0.1
2021/7/2,3408.24,-3.59
2021/7/1,3535.25,1.05
2021/6/30,3498.65,0.46
2021/6/29,3482.73,-1.08
2021/6/28,3520.74,-0.4
2021/6/25,3535.02,1.47
2021/6/24,3483.91,0.36
2021/6/23,3471.34,0.19
2021/6/22,3464.71,0.97
2021/6/21,3431.25,-0.68
2021/6/18,3454.59,-0.78
2021/6/17,3481.6,-0.13
2021/6/16,3486.29,-1.2
2021/6/15,3528.67,-1.35
2021/6/11,3576.78,-0.86
2021/6/10,3607.68,0.56
2021/6/9,3587.53,0.2
2021/6/8,3580.28,-0.58
2021/6/7,3601.11,-0.32
2021/6/4,3612.7,0.6
2021/6/3,3591.16,-0.86
2021/6/2,3622.4,-0.78
2021/6/1,3650.9,0.02
2021/5/31,3650.22,-0.25
2021/5/28,3659.3,-0.15
2021/5/27,3664.94,0.21
2021/5/26,3657.19,0.44
2021/5/25,3641.29,4.1
2021/5/24,3497.75,0.46
2021/5/21,3481.86,-1.15
2021/5/20,3522.45,0.31
2021/5/19,3511.47,-0.74
2021/5/18,3537.7,-0.06
2021/5/17,3539.91,1.05
2021/5/14,3503.04,2.61
2021/5/13,3413.89,-0.99
2021/5/12,3447.86,0.3
2021/5/11,3437.71,1.11
2021/5/10,3399.98,-0.19
2021/5/7,3406.31,-1.26
2021/5/6,3449.94,-1.18
2021/4/30,3491.19,-0.74
2021/4/29,3517.21,1.27
2021/4/28,3473.04,-0.09
2021/4/27,3476.3,0.25
2021/4/26,3467.66,-1.6
2021/4/23,3524.02,1.05
2021/4/22,3487.43,-0.82
2021/4/21,3516.1,0.17
2021/4/20,3510.12,-0.09
2021/4/19,3513.4,1.89
2021/4/16,3448.1,0.48
2021/4/15,3431.49,-1.09
2021/4/14,3469.17,0.22
2021/4/13,3461.46,-0.45
2021/4/12,3477.07,-1.05
2021/4/9,3514.11,-1.65
2021/4/8,3573.04,0.41
2021/4/7,3558.47,-1.01
2021/4/6,3594.71,-0.61
2021/4/2,3616.76,0.95
2021/4/1,3582.65,1.22
2021/3/31,3539.37,-1.06
2021/3/30,3577.24,1.12
2021/3/29,3537.71,0.23
2021/3/26,3529.73,1.9
2021/3/25,3463.87,-0.06
2021/3/24,3466.04,-1.43
2021/3/23,3516.36,-0.62
2021/3/22,3538.43,0.75
2021/3/19,3512.02,-2.6
2021/3/18,3605.6,0.41
2021/3/17,3590.83,-0.23
2021/3/16,3599.16,0.91
2021/3/15,3566.88,-1.81
2021/3/12,3632.58,0.2
2021/3/11,3625.31,2.64
2021/3/10,3532.05,0.64
2021/3/9,3509.61,-1.79
2021/3/8,3573.43,-3.12
2021/3/5,3688.68,-0.54
2021/3/4,3708.66,-2.85
2021/3/3,3817.41,2.65
2021/3/2,3718.77,-1.82
2021/3/1,3787.87,0.83
2021/2/26,3756.86,-2.45
2021/2/25,3851.03,1.2
2021/2/24,3805.47,-2.37
2021/2/23,3897.72,0.41
2021/2/22,3881.87,-3.3
2021/2/19,4014.46,0
2021/2/18,4014.32,-0.35
2021/2/10,4028.53,1.92
2021/2/9,3952.83,1.6
2021/2/8,3890.47,1.29
2021/2/5,3840.77,1.03
2021/2/4,3801.62,0.69
2021/2/3,3775.72,0.11
2021/2/2,3771.47,0.67
2021/2/1,3746.37,0.89
2021/1/29,3713.25,-0.58
2021/1/28,3735.03,-2.18
2021/1/27,3818.27,0.13
2021/1/26,3813.29,-2.18
2021/1/25,3898.15,1.35
2021/1/22,3846.39,-0.1
2021/1/21,3850.06,0.93
2021/1/20,3814.65,0.16
2021/1/19,3808.69,-1.06
2021/1/18,3849.4,0.82
2021/1/15,3817.93,0.18
2021/1/14,3811.22,-1.6
2021/1/13,3873.23,-0.84
2021/1/12,3906.12,3.43
2021/1/11,3776.53,-0.31
2021/1/8,3788.32,-0.52
2021/1/7,3808.07,1.91
2021/1/6,3736.65,1.45
2021/1/5,3683.36,1.1
2021/1/4,3643.36,0.07
2020/12/31,3640.64,1.86
2020/12/30,3574.13,1.61
2020/12/29,3517.35,-0.18
2020/12/28,3523.84,0.32
2020/12/25,3512.49,0.67
2020/12/24,3489.27,-0.15
2020/12/23,3494.59,0.68
2020/12/22,3470.9,-1.46
2020/12/21,3522.26,0.41
2020/12/18,3507.97,-0.89
2020/12/17,3539.54,1.55
2020/12/16,3485.4,0.48
2020/12/15,3468.83,0.03
2020/12/14,3467.77,1.16
2020/12/11,3427.86,-0.9
2020/12/10,3459.03,-0.27
2020/12/9,3468.53,-0.87
2020/12/8,3499.06,-0.31
2020/12/7,3509.94,-0.89
2020/12/4,3541.52,0.13
2020/12/3,3536.81,-0.24
2020/12/2,3545.34,-0.24
2020/12/1,3554.01,2.44
2020/11/30,3469.42,-0.84
2020/11/27,3498.66,1.54
2020/11/26,3445.74,0.74
2020/11/25,3420.29,-0.65
2020/11/24,3442.72,-0.78
2020/11/23,3469.8,1.7
2020/11/20,3411.93,0.05
2020/11/19,3410.09,0.68
2020/11/18,3387.04,0.23
2020/11/17,3379.27,0.06
2020/11/16,3377.11,1.16
2020/11/13,3338.31,-1.74
2020/11/12,3397.35,-0.41
2020/11/11,3411.23,-0.14
2020/11/10,3416.14,-0.06
2020/11/9,3418.28,1.76
2020/11/6,3359.12,-0.31
2020/11/5,3369.5,1.12
2020/11/4,3332.19,0.75
2020/11/3,3307.48,1.27
2020/11/2,3265.9,-0.44
2020/10/30,3280.38,-1.33
2020/10/29,3324.44,0.34
2020/10/28,3313.23,0.58
2020/10/27,3294.09,-0.32
2020/10/26,3304.7,-1.25
2020/10/23,3346.61,-0.68
2020/10/22,3369.53,-0.23
2020/10/21,3377.42,0.41
2020/10/20,3363.5,0.27
2020/10/19,3354.31,-0.77
2020/10/16,3380.17,0.26
2020/10/15,3371.4,0.06
2020/10/14,3369.5,-0.51
2020/10/13,3386.89,-0.03
2020/10/12,3387.88,3.07
2020/10/9,3286.86,1.68
2020/9/30,3232.42,-0.27
2020/9/29,3241.32,-0.28
2020/9/28,3250.5,0.64
2020/9/25,3229.78,0.34
2020/9/24,3218.72,-1.74
2020/9/23,3275.74,0.16
2020/9/22,3270.52,-1.24
2020/9/21,3311.59,-1.08
2020/9/18,3347.78,2.55
2020/9/17,3264.69,-0.94
2020/9/16,3295.58,-0.66
2020/9/15,3317.64,0.71
2020/9/14,3294.15,0.88
2020/9/11,3265.5,0.62
2020/9/10,3245.5,0.3
2020/9/9,3235.7,-1.65
2020/9/8,3289.91,1.12
2020/9/7,3253.43,-1.69
2020/9/4,3309.21,-0.76
2020/9/3,3334.41,-0.39
2020/9/2,3347.3,-0.23
2020/9/1,3355.1,0.34
2020/8/31,3343.89,-0.73
2020/8/28,3368.44,2.36
2020/8/27,3290.79,0.39
2020/8/26,3277.89,-1
2020/8/25,3310.84,0.37
2020/8/24,3298.72,0.43
2020/8/21,3284.73,0.62
2020/8/20,3264.53,-1.3
2020/8/19,3307.66,-1.77
2020/8/18,3367.33,-0.05
2020/8/17,3368.85,2.44
2020/8/14,3288.51,1.44
2020/8/13,3241.84,-0.24
2020/8/12,3249.74,-0.4
2020/8/11,3262.82,-0.7
2020/8/10,3285.76,0.67
2020/8/7,3263.75,-0.86
2020/8/6,3292.2,0
2020/8/5,3292.31,-0.6
2020/8/4,3312.13,0.95
2020/8/3,3281.1,0.98
2020/7/31,3249.34,0.55
2020/7/30,3231.52,-0.37
2020/7/29,3243.38,1.8
2020/7/28,3185.89,0.72
2020/7/27,3163.23,0.16
2020/7/24,3158.29,-3.83
2020/7/23,3284.11,-0.22
2020/7/22,3291.36,0.14
2020/7/21,3286.81,-0.03
2020/7/20,3287.92,3.2
2020/7/17,3185.89,0.75
2020/7/16,3162.03,-4.58
2020/7/15,3313.76,-1.02
2020/7/14,3348.03,-1.24
2020/7/13,3390.12,1.14
2020/7/10,3351.78,-2.62
2020/7/9,3442.02,0.35
2020/7/8,3429.94,1.42
2020/7/7,3381.76,0.23
2020/7/6,3374.14,6.8
2020/7/3,3159.16,2.43
2020/7/2,3084.24,2.47
2020/7/1,3009.86,2.3
2020/6/30,2942.07,0.57
2020/6/29,2925.48,-0.61
2020/6/24,2943.47,0.62
2020/6/23,2925.42,0.12
2020/6/22,2921.89,-0.14
2020/6/19,2925.94,1.28
2020/6/18,2888.96,0.27
2020/6/17,2881.13,0.07
2020/6/16,2878.99,1.42
2020/6/15,2838.61,-1.58
2020/6/12,2884.12,0.26
2020/6/11,2876.51,-1.1
2020/6/10,2908.48,-0.68
2020/6/9,2928.3,0.64
2020/6/8,2909.59,0.46
2020/6/5,2896.35,0.45
2020/6/4,2883.36,-0.2
2020/6/3,2889.11,0.11
2020/6/2,2885.92,0.54
2020/6/1,2870.36,2.27
2020/5/29,2806.66,-0.11
2020/5/28,2809.66,0.51
2020/5/27,2795.48,-0.48
2020/5/26,2808.84,0.69
2020/5/25,2789.71,0.5
2020/5/22,2775.81,-2.49
2020/5/21,2846.82,-0.33
2020/5/20,2856.14,-0.16
